1.383224504545829570e+00	5.877802188579853038e+00
2.343668779352294784e+00	2.160999970002607906e+00
3.333534766304626196e+00	1.053227249391471387e+00
4.326497778020427454e+00	7.843617641518259020e-01
5.338995223872316842e+00	5.246439616491155311e-01
6.291417843331552184e+00	4.278379179061727045e-01
7.268775172181696220e+00	3.302219814764774664e-01
8.250295546782529854e+00	2.773749704104923608e-01
9.240564657701114015e+00	2.246562685530919257e-01
1.022108091919311157e+01	1.937275505864743119e-01
1.118534863983300198e+01	1.634302027867179097e-01
1.216643318913704874e+01	1.425958196296909786e-01
1.316509631044890583e+01	1.229209246898002317e-01
1.413876347114535115e+01	1.086399428652110727e-01
1.510851312245787703e+01	9.530442217443678421e-02
1.608277857218466877e+01	8.537416814793187536e-02
1.705905434808004628e+01	7.557763464765938910e-02
1.803771177869809250e+01	6.782783682158199934e-02
1.901885509189941459e+01	6.067012550488386224e-02
2.000032502703205850e+01	5.479526951188041367e-02
2.097458235266754656e+01	4.933823091549320583e-02
2.194519059435055297e+01	4.486245583330242259e-02
2.292722659189798406e+01	4.063807111135215450e-02
2.390222933355822121e+01	3.711446096344751117e-02
2.487817972002633482e+01	3.374516279699386195e-02
2.586254099197429213e+01	3.096630244741592139e-02
2.684489499141697522e+01	2.832782284220456206e-02
2.781738092606224555e+01	2.618437391537836723e-02
2.879016076378125888e+01	2.405593251064219382e-02
2.976083645227014074e+01	2.227777141205563791e-02
3.074130366086627220e+01	2.048318891728788393e-02
3.172122354875772032e+01	1.897273048641682711e-02
3.270042382575075379e+01	1.764086819956438637e-02
3.367913980000454188e+01	1.637790523751083555e-02
3.465506068056090072e+01	1.523951350548372226e-02
3.563298925217372215e+01	1.424213258725065025e-02
3.660472780639316426e+01	1.323737952515928636e-02
3.758031458679781167e+01	1.234512496838378361e-02
3.855865052281648531e+01	1.147372057817293116e-02
3.953216458957929547e+01	1.077688617580662041e-02
4.050888472042991140e+01	9.944137832687828873e-03
4.148686571901752984e+01	9.397609117014506935e-03
4.246862125787104958e+01	8.800897175280847362e-03
4.344944991655353306e+01	8.284145396571858389e-03
4.442608638565562984e+01	7.797488345931100594e-03
4.539764616720940893e+01	7.312146336057358427e-03
4.637019435637984799e+01	6.897356759929344598e-03
4.734832574326161847e+01	6.480111953772262762e-03
4.832589282373304229e+01	6.075389409583890725e-03
4.930334422185819676e+01	5.767891398237319674e-03
5.028282160818656621e+01	5.379208978984360498e-03
5.126169677457660612e+01	5.101946398988954287e-03
5.224100032735193366e+01	4.806384119274503819e-03
5.321277719333583178e+01	4.507408876924911233e-03
5.418849983837692719e+01	4.174646875255220470e-03
5.516664096692454677e+01	3.966842262266892169e-03
5.613812835055151851e+01	3.707085729277229905e-03
5.711497529447566990e+01	3.447688586194068948e-03
5.809229708544492610e+01	3.244295837327592583e-03
5.907156993079784257e+01	3.055452734612517252e-03
6.004897136250732359e+01	2.852526281248869006e-03
6.102193526717757521e+01	2.712017456694064670e-03
6.200304341085916349e+01	2.524868240376832579e-03
6.297924674265375700e+01	2.356073592063277940e-03
6.395598611480342299e+01	2.234766664034494067e-03
6.493357350851027832e+01	2.157572121868631902e-03
6.590632069676075844e+01	2.026016715244934735e-03
6.688588582372942426e+01	1.955081544438660394e-03
6.786401837659694536e+01	1.854044883246269530e-03
6.883756206003114642e+01	1.733436504233804541e-03
6.981111526080613316e+01	1.610420806105302078e-03
7.078686760392217536e+01	1.558396064208295885e-03
7.176946790428760892e+01	1.442492656866161804e-03
7.274879570046756783e+01	1.370665838784565103e-03
7.372550037788739985e+01	1.327475631612294637e-03
7.470266967130973512e+01	1.293668269928235351e-03
7.567660966623975582e+01	1.212565822503887565e-03
7.665077844075523217e+01	1.132900270711069716e-03
7.762699581190135234e+01	1.041149060815367610e-03
7.860076767791690600e+01	9.895285168728803690e-04
7.957629025984211069e+01	9.177426214282976375e-04
8.055860733676782104e+01	8.712866332941684956e-04
8.153721658159693675e+01	8.213926223905345086e-04
8.251122727738528795e+01	7.979398483547166677e-04
8.348754679240626331e+01	7.720917579670085254e-04
8.446681652368972948e+01	7.936285602248297410e-04
8.544367799151447684e+01	7.603906517144067272e-04
8.641518797543743347e+01	7.632883705104858861e-04
8.739307774118613281e+01	7.639049026461077439e-04
8.837469166281020705e+01	7.957295176461150026e-04
8.935065110115725417e+01	8.398572334827371106e-04
9.032587334008628943e+01	8.677257200197661035e-04
9.130262908352956686e+01	9.080202839112274781e-04
9.227841244805749454e+01	9.401778477431554535e-04
9.325441357598283787e+01	9.690836036105331163e-04
9.422903804219450308e+01	9.517078747218658905e-04
9.520495721192267524e+01	9.491388372421107967e-04
9.618425990503384071e+01	9.842480947455612902e-04
9.716083765722879662e+01	9.648354083891270278e-04
9.813561323695152794e+01	9.812740732746054288e-04
9.911441788318909119e+01	1.015233427419729101e-03
